country,year,ren_share_avg,solar_share_avg,wind_share_avg,ee_installed_gw,solar_installed_gw,wind_installed_gw,total_installed_gw,ee_capacity_share
NO,2019,,,,30.400000000000002,0.0,3.87,32.07,94.792641097599
NO,2020,,,,31.79,0.0,5.11,33.71,94.30436072382082
NO,2021,106.58821917808217,,7.687397260273976,31.79,0.0,5.11,33.71,94.30436072382082
NO,2022,108.42027397260263,,11.172602739726031,31.83,0.0,5.13,33.57,94.81680071492403
NO,2023,113.05671232876722,,10.230684931506854,31.810000000000002,0.01,5.13,33.56,94.78545887961859
NO,2024,111.85956284153015,,10.519672131147543,31.880000000000003,0.02,5.14,33.64000000000001,94.7681331747919
NO,2025,113.77205479452054,,9.766301369863019,31.87,0.04,5.14,33.7,94.56973293768546
PL,2014,,,,4.31,0.01,3.76,35.21,12.240840670264127
PL,2015,,,,6.16,0.08,5.49,36.69,16.789315889888254
PL,2016,,,,6.880000000000001,0.19,6.03,36.89,18.650040661425862
PL,2017,,,,6.78,0.23,5.79,39.919999999999995,16.983967935871746
PL,2018,,,,7.249999999999999,0.43,5.81,42.1,17.2209026128266
PL,2019,,,,8.3,1.31,5.95,43.22,19.204072188801483
PL,2020,,,,11.08,3.47,6.57,44.58,24.854194706146256
PL,2021,13.74438356164384,2.7616438356164394,8.795890410958906,15.72,6.66,7.95,49.94000000000001,31.477773327993585
PL,2022,18.376438356164385,5.608219178082192,10.927397260273974,20.75,10.64,8.98,54.89,37.80287848424121
PL,2023,24.289315068493153,8.4213698630137,13.392602739726037,25.32,14.61,9.58,60.76,41.67215273206057
PL,2024,28.42759562841531,11.088797814207656,14.575136612021858,29.23,17.82,10.3,64.18,45.54378311000311
PL,2025,29.664383561643827,12.70520547945205,13.883835616438352,32.6,20.73,10.7,67.93,47.99057853672898
PT,2014,,,,6.7299999999999995,0.22,4.49,14.63,46.00136705399863
PT,2015,,,,6.96,0.25,4.62,15.120000000000001,46.03174603174603
PT,2016,,,,7.41,0.26,5.03,16.450000000000003,45.04559270516717
PT,2017,,,,7.449999999999999,0.27,5.07,16.69,44.637507489514675
PT,2018,,,,7.57,0.32,5.13,16.8,45.05952380952381
PT,2019,,,,7.79,0.41,5.18,16.99,45.85050029429076
PT,2020,,,,7.970000000000001,0.57,5.199999999999999,17.159999999999997,46.445221445221456
PT,2021,56.14958904109586,3.5786301369862996,26.014794520547934,8.58,1.03,5.35,15.959999999999997,53.75939849624061
PT,2022,48.05369863013699,5.156164383561644,25.62356164383561,8.96,1.33,5.35,17.28,51.85185185185185
PT,2023,57.10493150684934,7.291506849315067,25.379726027397258,9.47,1.81,5.35,17.639999999999997,53.68480725623584
PT,2024,66.49153005464477,9.824043715846994,27.346994535519126,10.46,2.59,5.39,18.619999999999997,56.176154672395285
PT,2025,65.54712328767124,11.878904109589037,25.350958904109604,11.13,3.24,5.42,19.25,57.81818181818183
RO,2014,,,,7.889999999999999,1.1,2.9,19.92,39.60843373493975
RO,2015,,,,8.2,1.15,2.94,20.279999999999998,40.433925049309664
RO,2016,,,,8.11,1.21,2.98,20.28,39.99013806706114
RO,2017,,,,8.120000000000001,1.21,2.99,20.370000000000005,39.86254295532646
RO,2018,,,,7.610000000000001,1.15,2.97,16.07,47.355320472930934
RO,2019,,,,7.640000000000001,1.16,2.97,15.710000000000003,48.631444939528954
RO,2020,,,,7.61,1.14,2.96,14.560000000000002,52.26648351648351
RO,2021,42.54191780821914,2.197260273972603,10.561095890410957,7.6,1.16,2.96,13.8,55.07246376811593
RO,2022,40.82712328767121,2.4934246575342462,12.19616438356164,7.619999999999999,1.18,2.96,13.59,56.07064017660044
RO,2023,52.27123287671229,2.839452054794519,13.952328767123289,7.7299999999999995,1.29,2.96,13.18,58.649468892261005
RO,2024,43.00218579234971,4.00737704918033,11.709836065573771,8.09,1.59,3.03,13.739999999999998,58.87918486171762
RO,2025,39.954520547945194,5.292328767123288,10.980273972602747,9.379999999999999,2.79,3.07,14.61,64.20260095824777
RS,2014,,,,0.42,0.0,0.0,6.95,6.043165467625899
RS,2015,,,,0.42,0.0,0.0,7.000000000000001,5.999999999999999
RS,2016,,,,0.4,0.0,0.02,7.1099999999999985,5.6258790436005635
RS,2017,,,,0.4,0.0,0.02,7.139999999999999,5.602240896358544
RS,2018,,,,0.75,0.0,0.4,7.299999999999999,10.273972602739727
RS,2019,,,,0.88,0.0,0.4,7.12,12.359550561797752
RS,2020,,,,0.8999999999999999,0.0,0.43,7.519999999999999,11.96808510638298
RS,2021,32.991232876712324,,,1.0,0.0,0.53,7.82,12.787723785166241
RS,2022,27.59945205479452,,1.9887671232876711,1.02,0.0,0.53,8.34,12.23021582733813
RS,2023,39.53342465753424,,2.755342465753425,1.16,0.03,0.65,8.479999999999999,13.67924528301887
RS,2024,33.808469945355185,,3.2653005464480858,1.29,0.07,0.74,8.72,14.793577981651376
RS,2025,28.304657534246562,,3.960273972602738,1.79,0.19,1.11,9.11,19.648737650933043
SE,2014,,,,19.46,0.0,3.5,37.0,52.594594594594604
SE,2015,,,,21.41,0.0,5.49,38.68000000000001,55.351602895553256
SE,2016,,,,21.9,0.0,5.96,39.02,56.12506406970783
SE,2017,,,,22.2,0.0,6.25,38.669999999999995,57.4088440651668
SE,2018,,,,23.810000000000002,0.0,7.51,40.839999999999996,58.30068560235064
SE,2019,,,,25.97,0.0,9.65,42.51,61.09150788049871
SE,2020,,,,26.349999999999998,0.0,10.02,41.2,63.95631067961164
SE,2021,73.34356164383557,0.0002808988764044944,19.47808219178083,28.4,0.0,12.1,43.7,64.98855835240273
SE,2022,79.32273972602735,0.8099378881987589,24.95452054794522,31.0,0.0,14.7,46.900000000000006,66.09808102345414
SE,2023,77.91589041095887,1.2052631578947386,26.312328767123287,36.2,3.2,16.7,49.7,72.83702213279678
SE,2024,81.82677595628408,1.7369014084507062,30.455191256830613,39.4,5.0,18.0,53.0,74.33962264150942
SE,2025,85.08821917808214,2.030136986301371,29.8772602739726,39.4,5.0,18.0,53.0,74.33962264150942
SI,2014,,,,0.28,0.26,0.0,2.92,9.589041095890412
SI,2015,,,,0.28,0.26,0.0,2.6100000000000003,10.727969348659004
SI,2016,,,,0.29000000000000004,0.27,0.0,2.6800000000000006,10.820895522388058
SI,2017,,,,0.30000000000000004,0.28,0.0,2.6900000000000004,11.152416356877323
SI,2018,,,,0.30000000000000004,0.28,0.0,2.6900000000000004,11.152416356877323
SI,2019,,,,0.30000000000000004,0.28,0.0,2.8,10.714285714285717
SI,2020,,,,0.48000000000000004,0.46,0.0,2.89,16.60899653979239
SI,2021,36.32383561643835,1.9808219178082183,0.024376731301939014,0.48000000000000004,0.46,0.0,2.89,16.60899653979239
SI,2022,26.08,2.078356164383563,0.024861878453038635,0.71,0.7,0.0,3.49,20.343839541547275
SI,2023,44.91945205479452,2.8038356164383567,0.03565459610027847,1.1500000000000001,1.11,0.0,4.05,28.395061728395067
SI,2024,48.04562841530053,4.590710382513663,0.04710743801652887,1.44,1.41,0.0,4.34,33.17972350230415
SI,2025,39.58109589041096,6.729589041095888,0.053571428571428534,1.6300000000000001,1.58,0.0,4.23,38.53427895981088
SK,2014,,,,1.21,0.53,0.0,6.9,17.53623188405797
SK,2015,,,,1.17,0.53,0.0,6.650000000000001,17.59398496240601
SK,2016,,,,1.17,0.53,0.0,6.520000000000001,17.944785276073617
SK,2017,,,,1.17,0.53,0.0,6.520000000000001,17.944785276073617
SK,2018,,,,1.1600000000000001,0.53,0.0,6.51,17.818740399385565
SK,2019,,,,1.17,0.53,0.0,6.510000000000001,17.972350230414744
SK,2020,,,,1.1800000000000002,0.53,0.0,6.569999999999999,17.960426179604266
SK,2021,20.923561643835612,1.7682191780821912,0.0028328611898016994,,,,,
SK,2022,19.64986301369864,1.9673972602739733,0.0002754820936639119,,,,,
SK,2023,24.896164383561644,2.0035616438356176,0.0017123287671232876,,,,,
SK,2024,26.075956284152998,2.212021857923499,0.006406685236768804,,,,,
SK,2025,19.526027397260272,2.3219178082191783,0.00414364640883978,,,,,
UA,2019,,,,11.31,5.36,1.11,54.589999999999996,20.71808023447518
UA,2020,,,,11.31,5.36,1.11,54.589999999999996,20.71808023447518
UA,2021,3.384109589041093,0.8564383561643834,1.043287671232877,11.31,5.36,1.11,54.589999999999996,20.71808023447518
UA,2022,9.469642857142857,1.6107142857142855,3.2410714285714293,4.64,0.0,0.0,20.44,22.700587084148722
XK,2020,,,,0.07,0.0,0.03,1.36,5.147058823529412
XK,2021,0.9552238805970138,,0.8552238805970149,0.18000000000000002,0.0,0.14,1.4700000000000002,12.244897959183673
XK,2022,4.3413698630137,,3.893150684931505,0.18000000000000002,0.0,0.14,1.4700000000000002,12.244897959183673
XK,2023,6.074712643678161,,5.6678160919540215,,,,,
