country,year,month,type,pct
ES,2021,1,ren,57.441935483870964
ES,2021,2,ren,66.39285714285714
ES,2021,3,ren,58.300000000000004
ES,2021,4,ren,49.93666666666665
ES,2021,5,ren,54.683870967741946
ES,2021,6,ren,47.34666666666667
ES,2021,7,ren,47.86451612903226
ES,2021,8,ren,44.52903225806451
ES,2021,9,ren,37.966666666666676
ES,2021,10,ren,42.929032258064524
ES,2021,11,ren,48.20333333333334
ES,2021,12,ren,54.29032258064517
ES,2021,1,solar,4.051612903225806
ES,2021,2,solar,5.582142857142856
ES,2021,3,solar,9.764516129032259
ES,2021,4,solar,10.113333333333333
ES,2021,5,solar,15.503225806451612
ES,2021,6,solar,15.13
ES,2021,7,solar,15.841935483870968
ES,2021,8,solar,14.80967741935484
ES,2021,9,solar,11.973333333333333
ES,2021,10,solar,10.841935483870971
ES,2021,11,solar,7.36666666666667
ES,2021,12,solar,5.190322580645161
ES,2021,1,wind,31.74516129032258
ES,2021,2,wind,32.58571428571429
ES,2021,3,wind,26.825806451612902
ES,2021,4,wind,21.85666666666667
ES,2021,5,wind,24.13548387096774
ES,2021,6,wind,18.149999999999995
ES,2021,7,wind,18.93548387096774
ES,2021,8,wind,17.096774193548388
ES,2021,9,wind,15.443333333333335
ES,2021,10,wind,22.116129032258062
ES,2021,11,wind,31.089999999999996
ES,2021,12,wind,32.70322580645161
ES,2022,1,ren,46.25161290322581
ES,2022,2,ren,43.917857142857144
ES,2022,3,ren,51.51935483870968
ES,2022,4,ren,59.90666666666667
ES,2022,5,ren,58.1483870967742
ES,2022,6,ren,46.54666666666666
ES,2022,7,ren,45.51612903225807
ES,2022,8,ren,47.219354838709684
ES,2022,9,ren,47.85666666666667
ES,2022,10,ren,48.14516129032258
ES,2022,11,ren,56.313333333333354
ES,2022,12,ren,51.70322580645161
ES,2022,1,solar,7.7838709677419375
ES,2022,2,solar,9.571428571428571
ES,2022,3,solar,7.574193548387096
ES,2022,4,solar,16.139999999999997
ES,2022,5,solar,20.641935483870967
ES,2022,6,solar,18.76333333333333
ES,2022,7,solar,18.306451612903224
ES,2022,8,solar,18.522580645161295
ES,2022,9,solar,16.036666666666665
ES,2022,10,solar,11.687096774193549
ES,2022,11,solar,8.816666666666668
ES,2022,12,solar,5.919354838709679
ES,2022,1,wind,24.896774193548392
ES,2022,2,wind,23.73928571428571
ES,2022,3,wind,30.86451612903226
ES,2022,4,wind,29.119999999999994
ES,2022,5,wind,23.2483870967742
