country,year,technology,capacity_gw
BG,2021,Fossil gas,1.3
BG,2022,Fossil gas,0.7
BG,2023,Fossil gas,0.72
BG,2024,Fossil gas,0.73
BG,2025,Fossil gas,0.74
BG,2021,Geothermal,0.0
BG,2022,Geothermal,0.0
BG,2023,Geothermal,0.0
BG,2024,Geothermal,0.0
BG,2025,Geothermal,0.0
BG,2014,Hydro water reservoir,1.57
BG,2015,Hydro water reservoir,1.54
BG,2016,Hydro water reservoir,1.81
BG,2017,Hydro water reservoir,1.81
BG,2018,Hydro water reservoir,1.81
BG,2019,Hydro water reservoir,1.81
BG,2020,Hydro water reservoir,1.81
BG,2021,Hydro water reservoir,1.81
BG,2022,Hydro water reservoir,1.81
BG,2023,Hydro water reservoir,1.81
BG,2024,Hydro water reservoir,1.81
BG,2025,Hydro water reservoir,1.81
BG,2014,Hydro pumped storage,1.4
BG,2015,Hydro pumped storage,1.4
BG,2016,Hydro pumped storage,0.86
BG,2017,Hydro pumped storage,0.86
BG,2018,Hydro pumped storage,0.86
BG,2019,Hydro pumped storage,0.86
BG,2020,Hydro pumped storage,0.86
BG,2021,Hydro pumped storage,0.86
BG,2022,Hydro pumped storage,0.86
BG,2023,Hydro pumped storage,0.86
BG,2024,Hydro pumped storage,0.86
BG,2025,Hydro pumped storage,0.86
BG,2021,Marine,0.0
BG,2022,Marine,0.0
BG,2023,Marine,0.0
BG,2024,Marine,0.0
BG,2025,Marine,0.0
BG,2021,Others,0.0
BG,2022,Others,0.0
BG,2023,Others,0.0
BG,2024,Others,0.0
BG,2025,Others,0.0
BG,2021,Other renewables,0.0
BG,2022,Other renewables,0.0
BG,2023,Other renewables,0.0
BG,2024,Other renewables,0.0
BG,2025,Other renewables,0.0
BG,2016,Waste,0.01
BG,2017,Waste,0.01
BG,2018,Waste,0.01
BG,2019,Waste,0.01
BG,2020,Waste,0.01
BG,2021,Waste,0.01
BG,2022,Waste,0.01
BG,2023,Waste,0.01
BG,2024,Waste,0.01
BG,2025,Waste,0.01
BG,2021,Wind offshore,0.0
BG,2022,Wind offshore,0.0
BG,2023,Wind offshore,0.0
BG,2024,Wind offshore,0.0
BG,2025,Wind offshore,0.0
BG,2014,Wind onshore,0.36
BG,2015,Wind onshore,0.7
BG,2016,Wind onshore,0.7
BG,2017,Wind onshore,0.7
BG,2018,Wind onshore,0.7
BG,2019,Wind onshore,0.7
BG,2020,Wind onshore,0.7
BG,2021,Wind onshore,0.7
BG,2022,Wind onshore,0.7
BG,2023,Wind onshore,0.71
BG,2024,Wind onshore,0.72
BG,2025,Wind onshore,0.72
BG,2014,Solar AC,0.28
BG,2015,Solar AC,1.04
BG,2016,Solar AC,1.05
BG,2017,Solar AC,1.05
BG,2018,Solar AC,1.06
BG,2019,Solar AC,1.08
BG,2020,Solar AC,1.25
BG,2021,Solar AC,1.73
BG,2022,Solar AC,3.09
BG,2023,Solar AC,4.57
