country,year,technology,capacity_gw
PT,2014,Nuclear,0.0
PT,2015,Nuclear,0.0
PT,2016,Nuclear,0.0
PT,2017,Nuclear,0.0
PT,2018,Nuclear,0.0
PT,2019,Nuclear,0.0
PT,2020,Nuclear,0.0
PT,2021,Nuclear,0.0
PT,2022,Nuclear,0.0
PT,2023,Nuclear,0.0
PT,2024,Nuclear,0.0
PT,2025,Nuclear,0.0
PT,2014,Biomass,0.58
PT,2015,Biomass,0.58
PT,2016,Biomass,0.6
PT,2017,Biomass,0.59
PT,2018,Biomass,0.6
PT,2019,Biomass,0.68
PT,2020,Biomass,0.68
PT,2021,Biomass,0.68
PT,2022,Biomass,0.65
PT,2023,Biomass,0.68
PT,2024,Biomass,0.69
PT,2025,Biomass,0.68
PT,2014,Fossil brown coal / lignite,0.0
PT,2015,Fossil brown coal / lignite,0.0
PT,2016,Fossil brown coal / lignite,0.0
PT,2017,Fossil brown coal / lignite,0.0
PT,2018,Fossil brown coal / lignite,0.0
PT,2019,Fossil brown coal / lignite,0.0
PT,2020,Fossil brown coal / lignite,0.0
PT,2021,Fossil brown coal / lignite,0.0
PT,2022,Fossil brown coal / lignite,0.0
PT,2023,Fossil brown coal / lignite,0.0
PT,2024,Fossil brown coal / lignite,0.0
PT,2025,Fossil brown coal / lignite,0.0
PT,2014,Fossil coal-derived gas,0.0
PT,2015,Fossil coal-derived gas,0.0
PT,2016,Fossil coal-derived gas,0.0
PT,2017,Fossil coal-derived gas,0.0
PT,2018,Fossil coal-derived gas,0.0
PT,2019,Fossil coal-derived gas,0.0
PT,2020,Fossil coal-derived gas,0.0
PT,2021,Fossil coal-derived gas,0.0
PT,2022,Fossil coal-derived gas,0.0
PT,2023,Fossil coal-derived gas,0.0
PT,2024,Fossil coal-derived gas,0.0
PT,2025,Fossil coal-derived gas,0.0
PT,2014,Fossil hard coal,1.76
PT,2015,Fossil hard coal,1.76
PT,2016,Fossil hard coal,1.76
PT,2017,Fossil hard coal,1.76
PT,2018,Fossil hard coal,1.76
PT,2019,Fossil hard coal,1.76
PT,2020,Fossil hard coal,1.76
PT,2021,Fossil hard coal,0.0
PT,2022,Fossil hard coal,0.0
PT,2023,Fossil hard coal,0.0
PT,2024,Fossil hard coal,0.0
PT,2025,Fossil hard coal,0.0
PT,2014,Fossil oil,0.0
PT,2015,Fossil oil,0.0
PT,2016,Fossil oil,0.0
PT,2017,Fossil oil,0.0
PT,2018,Fossil oil,0.0
PT,2019,Fossil oil,0.0
PT,2020,Fossil oil,0.0
PT,2021,Fossil oil,0.0
PT,2022,Fossil oil,0.0
PT,2023,Fossil oil,0.0
PT,2024,Fossil oil,0.0
PT,2025,Fossil oil,0.0
PT,2014,Fossil oil shale,0.0
PT,2015,Fossil oil shale,0.0
PT,2016,Fossil oil shale,0.0
PT,2017,Fossil oil shale,0.0
PT,2018,Fossil oil shale,0.0
PT,2019,Fossil oil shale,0.0
PT,2020,Fossil oil shale,0.0
PT,2021,Fossil oil shale,0.0
PT,2022,Fossil oil shale,0.0
PT,2023,Fossil oil shale,0.0
PT,2024,Fossil oil shale,0.0
PT,2025,Fossil oil shale,0.0
PT,2014,Fossil peat,0.0
PT,2015,Fossil peat,0.0
PT,2016,Fossil peat,0.0
PT,2017,Fossil peat,0.0
PT,2018,Fossil peat,0.0
PT,2019,Fossil peat,0.0
PT,2020,Fossil peat,0.0
PT,2021,Fossil peat,0.0
PT,2022,Fossil peat,0.0
PT,2023,Fossil peat,0.0
PT,2024,Fossil peat,0.0
PT,2025,Fossil peat,0.0
PT,2014,Fossil gas,4.72
PT,2015,Fossil gas,4.7
PT,2016,Fossil gas,4.66
PT,2017,Fossil gas,4.62
PT,2018,Fossil gas,4.61
PT,2019,Fossil gas,4.61
PT,2020,Fossil gas,4.58
PT,2021,Fossil gas,4.52
PT,2022,Fossil gas,4.58
PT,2023,Fossil gas,4.43
PT,2024,Fossil gas,4.42
PT,2025,Fossil gas,4.39
PT,2014,Geothermal,0.0
PT,2015,Geothermal,0.0
PT,2016,Geothermal,0.0
PT,2017,Geothermal,0.0
PT,2018,Geothermal,0.0
PT,2019,Geothermal,0.0
PT,2020,Geothermal,0.0
PT,2021,Geothermal,0.0
PT,2022,Geothermal,0.0
PT,2023,Geothermal,0.0
PT,2024,Geothermal,0.0
PT,2025,Geothermal,0.0
PT,2014,Hydro water reservoir,1.44
PT,2015,Hydro water reservoir,1.51
PT,2016,Hydro water reservoir,1.52
PT,2017,Hydro water reservoir,1.52
PT,2018,Hydro water reservoir,1.52
PT,2019,Hydro water reservoir,1.52
PT,2020,Hydro water reservoir,1.52
PT,2021,Hydro water reservoir,1.52
PT,2022,Hydro water reservoir,1.63
PT,2023,Hydro water reservoir,1.63
PT,2024,Hydro water reservoir,1.79
PT,2025,Hydro water reservoir,1.79
PT,2014,Hydro pumped storage,1.25
PT,2015,Hydro pumped storage,1.62
PT,2016,Hydro pumped storage,2.56
PT,2017,Hydro pumped storage,2.82
PT,2018,Hydro pumped storage,2.82
PT,2019,Hydro pumped storage,2.82
PT,2020,Hydro pumped storage,2.82
PT,2021,Hydro pumped storage,2.83
PT,2022,Hydro pumped storage,3.71
PT,2023,Hydro pumped storage,3.71
PT,2024,Hydro pumped storage,3.71
PT,2025,Hydro pumped storage,3.71
PT,2014,Marine,0.0
PT,2015,Marine,0.0
PT,2016,Marine,0.0
PT,2017,Marine,0.0
PT,2018,Marine,0.0
PT,2019,Marine,0.0
PT,2020,Marine,0.0
PT,2021,Marine,0.0
PT,2022,Marine,0.0
PT,2023,Marine,0.0
PT,2024,Marine,0.0
PT,2025,Marine,0.0
PT,2014,Others,0.17
PT,2015,Others,0.08
PT,2016,Others,0.06
PT,2017,Others,0.04
PT,2018,Others,0.04
PT,2019,Others,0.01
PT,2020,Others,0.03
PT,2021,Others,0.03
PT,2022,Others,0.03
PT,2023,Others,0.03
PT,2024,Others,0.03
PT,2025,Others,0.02
PT,2014,Other renewables,0.0
PT,2015,Other renewables,0.0
PT,2016,Other renewables,0.0
PT,2017,Other renewables,0.0
PT,2018,Other renewables,0.0
PT,2019,Other renewables,0.0
PT,2020,Other renewables,0.0
PT,2021,Other renewables,0.0
PT,2022,Other renewables,0.0
PT,2023,Other renewables,0.0
PT,2024,Other renewables,0.0
PT,2025,Other renewables,0.0
PT,2014,Waste,0.0
PT,2015,Waste,0.0
PT,2016,Waste,0.0
PT,2017,Waste,0.0
PT,2018,Waste,0.0
PT,2019,Waste,0.0
PT,2020,Waste,0.0
PT,2021,Waste,0.0
PT,2022,Waste,0.0
PT,2023,Waste,0.0
PT,2024,Waste,0.0
PT,2025,Waste,0.0
PT,2014,Wind offshore,0.0
PT,2015,Wind offshore,0.0
PT,2016,Wind offshore,0.0
PT,2017,Wind offshore,0.0
PT,2018,Wind offshore,0.0
PT,2019,Wind offshore,0.0
PT,2020,Wind offshore,0.02
PT,2021,Wind offshore,0.02
PT,2022,Wind offshore,0.02
PT,2023,Wind offshore,0.02
PT,2024,Wind offshore,0.02
PT,2025,Wind offshore,0.02
PT,2014,Wind onshore,4.49
PT,2015,Wind onshore,4.62
PT,2016,Wind onshore,5.03
PT,2017,Wind onshore,5.07
PT,2018,Wind onshore,5.13
PT,2019,Wind onshore,5.18
PT,2020,Wind onshore,5.18
PT,2021,Wind onshore,5.33
PT,2022,Wind onshore,5.33
PT,2023,Wind onshore,5.33
PT,2024,Wind onshore,5.37
PT,2025,Wind onshore,5.4
PT,2014,Solar AC,0.22
PT,2015,Solar AC,0.25
PT,2016,Solar AC,0.26
PT,2017,Solar AC,0.27
PT,2018,Solar AC,0.32
PT,2019,Solar AC,0.41
PT,2020,Solar AC,0.57
PT,2021,Solar AC,1.03
PT,2022,Solar AC,1.33
PT,2023,Solar AC,1.81
PT,2024,Solar AC,2.59
PT,2025,Solar AC,3.24
