country,year,month,type,pct
DE,2021,1,ren,37.57419354838711
DE,2021,2,ren,44.128571428571426
DE,2021,3,ren,47.40322580645162
DE,2021,4,ren,49.129999999999995
DE,2021,5,ren,54.39677419354839
DE,2021,6,ren,43.78000000000001
DE,2021,7,ren,43.88709677419355
DE,2021,8,ren,49.05483870967741
DE,2021,9,ren,39.54333333333333
DE,2021,10,ren,49.31935483870968
DE,2021,11,ren,37.76
DE,2021,12,ren,41.603225806451604
DE,2021,1,solar,1.464516129032258
DE,2021,2,solar,4.871428571428572
DE,2021,3,solar,8.99032258064516
DE,2021,4,solar,13.1
DE,2021,5,solar,14.66774193548387
DE,2021,6,solar,17.480000000000004
DE,2021,7,solar,14.829032258064515
DE,2021,8,solar,13.206451612903225
DE,2021,9,solar,11.890000000000002
DE,2021,10,solar,7.403225806451613
DE,2021,11,solar,2.6166666666666667
DE,2021,12,solar,1.780645161290323
DE,2021,1,wind,24.322580645161285
DE,2021,2,wind,27.139285714285716
DE,2021,3,wind,26.096774193548388
DE,2021,4,wind,23.319999999999993
DE,2021,5,wind,24.877419354838718
DE,2021,6,wind,11.426666666666668
DE,2021,7,wind,14.8
DE,2021,8,wind,20.590322580645164
DE,2021,9,wind,14.489999999999998
DE,2021,10,wind,30.196774193548382
DE,2021,11,wind,23.799999999999994
DE,2021,12,wind,27.98387096774194
DE,2022,1,ren,48.270967741935486
DE,2022,2,ren,64.39285714285714
DE,2022,3,ren,42.41290322580645
DE,2022,4,ren,54.443333333333335
DE,2022,5,ren,51.8
DE,2022,6,ren,49.69999999999998
DE,2022,7,ren,51.483870967741936
DE,2022,8,ren,44.022580645161284
DE,2022,9,ren,47.00000000000001
DE,2022,10,ren,50.780645161290316
DE,2022,11,ren,48.13333333333333
DE,2022,12,ren,44.53225806451613
DE,2022,1,solar,2.4967741935483865
DE,2022,2,solar,6.021428571428571
DE,2022,3,solar,12.296774193548389
DE,2022,4,solar,14.643333333333336
DE,2022,5,solar,18.448387096774198
DE,2022,6,solar,20.74
DE,2022,7,solar,19.987096774193557
DE,2022,8,solar,18.52258064516129
DE,2022,9,solar,12.243333333333334
DE,2022,10,solar,8.896774193548387
DE,2022,11,solar,4.303333333333332
DE,2022,12,solar,1.738709677419355
DE,2022,1,wind,34.15806451612903
DE,2022,2,wind,47.260714285714286
DE,2022,3,wind,18.290322580645157
DE,2022,4,wind,26.97333333333334
DE,2022,5,wind,19.448387096774194
DE,2022,6,wind,14.776666666666669
DE,2022,7,wind,18.26451612903226
DE,2022,8,wind,11.890322580645162
DE,2022,9,wind,21.076666666666668
DE,2022,10,wind,27.983870967741936
DE,2022,11,wind,31.343333333333337
DE,2022,12,wind,30.151612903225807
DE,2023,1,ren,54.190322580645166
DE,2023,2,ren,48.46785714285714
DE,2023,3,ren,55.38709677419355
DE,2023,4,ren,56.12666666666667
DE,2023,5,ren,59.23225806451614
DE,2023,6,ren,55.550000000000004
DE,2023,7,ren,63.07096774193548
DE,2023,8,ren,50.88387096774194
DE,2023,9,ren,50.33333333333334
DE,2023,10,ren,58.29354838709678
DE,2023,11,ren,56.846666666666664
DE,2023,12,ren,64.19354838709677
DE,2023,1,solar,2.0451612903225804
DE,2023,2,solar,5.857142857142857
DE,2023,3,solar,8.829032258064517
DE,2023,4,solar,14.933333333333335
DE,2023,5,solar,21.712903225806453
DE,2023,6,solar,24.469999999999995
DE,2023,7,solar,20.706451612903226
DE,2023,8,solar,17.65806451612903
DE,2023,9,solar,18.223333333333326
DE,2023,10,solar,8.700000000000001
DE,2023,11,solar,3.506666666666667
DE,2023,12,solar,2.032258064516129
DE,2023,1,wind,39.90322580645162
DE,2023,2,wind,30.62142857142857
DE,2023,3,wind,34.18709677419355
DE,2023,4,wind,27.553333333333338
DE,2023,5,wind,22.064516129032263
DE,2023,6,wind,16.693333333333335
DE,2023,7,wind,28.200000000000003
DE,2023,8,wind,18.79032258064516
DE,2023,9,wind,18.180000000000003
DE,2023,10,wind,36.941935483870964
DE,2023,11,wind,40.333333333333336
DE,2023,12,wind,48.63225806451614
DE,2024,1,ren,58.38064516129031
DE,2024,2,ren,60.241379310344826
DE,2024,3,ren,55.887096774193544
DE,2024,4,ren,61.96333333333334
DE,2024,5,ren,59.567741935483866
DE,2024,6,ren,58.76
DE,2024,7,ren,58.22903225806452
DE,2024,8,ren,54.477419354838716
DE,2024,9,ren,57.80666666666668
DE,2024,10,ren,51.07096774193547
DE,2024,11,ren,45.58333333333334
DE,2024,12,ren,54.148387096774194
DE,2024,1,solar,3.2290322580645157
DE,2024,2,solar,5.482758620689657
DE,2024,3,solar,11.722580645161292
